name,price,onPrescription
COUSSINET ALLAITEMENT B/ 30,5700,FALSE
COVATINE 50MG COMP B/45,2550,FALSE
COVERAM 10/10 COMP B30,17800,FALSE
COVERAM 10/5 COMP B/30,17450,FALSE
COVERAM 5/10 COMP B/30,12375,FALSE
COVERAM 5/5 COMP B/30,12075,FALSE
COVERSYL 10MG COMP B/30,10875,FALSE
COVERSYL 5MG CPR BT30,7425,FALSE
COZAAR 50MG CP B/28,4600,FALSE
CRAM EASE GEL T/50G,4050,FALSE
CRAMP EASE GELU B/60,12100,FALSE
CRAYON NITRATE ARGENT/1,2800,FALSE
CREADOL(PARA + TRAMADOL) CP PL/10,700,FALSE
CREALOX (HYDROX ALU+MAG) CP PL/12,500,FALSE
CREALOX CP B/48,2750,FALSE
CRESTOR 10MG CP B/30,15275,FALSE
CRESTOR 20MG CP B/30,21800,FALSE
CRESTOR 5MG CP B/30,9500,FALSE
CRISTAL SUPPO AD B/10,1600,FALSE
CRISTAL SUPPO ENF BT10,1500,FALSE
CRISTAL SUPPO NOUR B/10,"1,400",FALSE
CROISCARD 500MG/250UI B/ 15,1625,FALSE
CROISCARD-E SUSP 250MG 150ML,2650,FALSE
CROMOPTIC COLLY 5ML,2650,FALSE
CROMSOL 2% CY 5ML,1000,FALSE
CROSSCAL 250MG/250UI 200ML,3925,FALSE
CROSSCAL 500MG/500M CP B/15,3500,FALSE
C-TRI 1G INJ B/1,2400,FALSE
CUPID 50MG COMP B/1,1975,FALSE
CURACNE 40MG GELU B/30,38800,FALSE
CURACNE GE 10 MG CP B/30,13600,FALSE
CURAM 0.5GR PDR INJ B/1,1575,FALSE
CURAM 1000/125MG SCHT B/ 12,4425,FALSE
CURAM 100MG ENF SP F/ 60ML,3975,FALSE
CURAM 100MG NN SP F/ 30ML,2325,FALSE
CURAM 1G COMP B/10,7225,FALSE
CURAM 1G/200MG INJ B/1,2225,FALSE
CURAM 500/62.5MG CP B/16,4200,FALSE
CURAPEL CREME T/30GR,3525,FALSE
CURASTEN AMP BUV BT20,4225,FALSE
CURTEC 10MG COMP B/15,3950,FALSE
CURTEC 1MG/ML SP 60 ML,2075,FALSE
CUSICROM 4%,2100,FALSE
"CUSIMOLOL 0,50%",1925,FALSE
CUTACNYL 10% GEL T/40G,2200,FALSE
"CUTACNYL 2,5% GEL T/40G",2400,FALSE
CUTACNYL 5% GEL T/40G,2600,FALSE
CUTIMED GEL STER T/25G,2775,FALSE
CUTISAN PDRE B/80 G,"2,850",FALSE
CYCLADOL 20MG COMP S B/ 14,5400,FALSE
CYCLADOL 20MG CP EFF B/ 14,6400,FALSE
CYCLO 3 CREME T/100G,3750,FALSE
CYCLO 3 FORT AMP BT30,3500,FALSE
CYCLO 3 FORT GELU B/30,3500,FALSE
CYSTINE B6 BAILLEUL CPR BT20,2200,FALSE
CYTEAL SOL ANTISEPT FL250ML,3150,FALSE
CYTEAL SOL ANTISEPT FL500ML,5750,FALSE
CYTOFLU ( 5-FLUOROURACILE) 1G/ 20ML SOL INJ B/1,7550,FALSE
CYTOPAXEL (PACLITAXEL) 100MG/16.7ML B/1,18100,FALSE
CYTOTEC 200 MG CP PL/1 VRAC,750,FALSE
CYTOTEC 200MG COMP B/60,45000,FALSE
CYTOTERE (DOCETAXEL) 20MG/1ML INJ B/1,10100,FALSE
CYTOTERE (DOCETAXEL) 80MG/4ML INJ B/1,30550,FALSE
DACRYNE CY UNIDOSE B/10,2400,FALSE
DACRYOSERUM SOL OCUL FL 150ML,2175,FALSE
DACRYOSERUM SOL OCUL UNI/20,6675,FALSE
DAFALGAN 500MG GELU BT16,1000,FALSE
DAFALGAN 50MG CP SEC B/ 16,1650,FALSE
DAFALGAN 600MG SUP AD BT10,1250,FALSE
DAFALGAN CODEINE CPR BT16,2500,FALSE
DAFALGAN CP 1G EFF B/8,1000,FALSE
DAFALGAN CP PEL 1G B/8,"1,600",FALSE
DAFLON 1000MG CP B/30,8300,FALSE
DAFLON 500MG COMP B/30,4150,FALSE
DAFRAZOL 20MG GEL B/28,4800,FALSE
DAFRAZOL 20MG GELU B/14,2650,FALSE
DAKIN COOPER EXT F/250ML,1975,FALSE
DAKIN COOPER EXT F/500ML,2700,FALSE
DAKTARIN GEL BUCAL T/40G,4000,FALSE
DAKTARIN PDR FL30G,2050,FALSE
DALACINE 150MG GELU BT12,4325,FALSE
DALACINE 300 mg BT16,10800,FALSE
DALACINE T TOPIC SOL FL30ML,5325,FALSE
DAONIL 5MG CP PL/20,1500,FALSE
DAONIL 5MG CPR BT100,7000,FALSE
DAONIL 5MG CPR BT20,1700,FALSE
DAREXYL 3G SACH B/10,1250,FALSE
DARTE Q CP B/9,3225,FALSE
D-ARTEPP 20/160MG CP B/6,1175,FALSE
D-ARTEPP 40/320 MG CP B/6,2325,FALSE
D-ARTEPP 40/320MG COMP PELL B/9,2800,FALSE
D-ARTEPP 80/640MG CP PEL B/6,3200,FALSE
DATIZOLE 500MG COMP B/4,1775,FALSE
DAVIDOFF COOL WATER EAU TOIL FEMME 100ML,40000,FALSE
DAXOL POLYVIT SOLU FL/ 20ML,2075,FALSE
DEBRIDAT 100MG CPR BT30,4475,FALSE
DEBRIDAT ENFT SP FL/ 120ML,2275,FALSE
DEBRIDAT SUP BT10,"1,650",FALSE
DEBRIDAT SUSP BUV FL250ML,3100,FALSE
DEBUTINE 200MG COMP B/ 30,5225,FALSE
DECAPEPTYL LP 11.25MG INJ B/1,210000,FALSE
DECAPEPTYL LP 3.75MG INJ B/1 SERING,125000,FALSE
DECONA MIXTE COMP PL/5,350,FALSE
DECONTRACTYL BAUME TB80G,2375,FALSE
DECONTRACTYL DRG BT50,1650,FALSE
DECONTRACTYL DRG PL/25,900,FALSE
DECONTRIN BAUME T/40GR,2400,FALSE
DEEP HEAT BAUME T/100 g,3700,FALSE
DEEP HEAT BAUME T/15G,1200,FALSE
DEEP HEAT BAUME T/35g,2075,FALSE
DEEP HEAT SPRAY,3775,FALSE
DEFAL 30 MG CP /10,6550,FALSE
DEFAL 6 MG CP B/20,3175,FALSE
DEFAL GTTES SUSP FL/13ML,7075,FALSE
DEFLAMOL CREM TB30G,2350,FALSE
DEFNIL P 50/500MG CPR SUBLING B/30,3250,FALSE
DELABARRE GEL GINGIVAL TB20G,5025,FALSE
DELABARRE SOL GINGIVALE 15ML,6075,FALSE
DELLER 5MG CPR DISP B/10,2125,FALSE
"DELTA-LITE+BLC 3,6MX12,5M",9650,FALSE
DELTA-LITE+BLC3.6*10CM,8425,FALSE
DELTA-LITE+BLC3.6*7.5,6750,FALSE
DELTA-LITE+BLC3.6X5CM,6400,FALSE
DENK AIR JUNIOR 4MG B/28,8600,FALSE
DENKALGIN CPR B/20,"1,650",FALSE
DEPAKINE 200MG CPR BT40,2825,FALSE
DEPAKINE 500 DRG BT40,6875,FALSE
DEPAKINE CHRONO 500MG CP B/30,8625,FALSE
DEPAKINE GOUTTE BUV F/ 40ML,4300,FALSE
DEPAKINE SP FL150ML,4975,FALSE
DEPIWHITE LAIT 500ML,17850,FALSE
DEPO PROVERA 150MG SUSP INJ FL,3225,FALSE
DEPOMEDROL 40MG NECES INJ,1625,FALSE
DEPOMEDROL 80MG SUSP INJ,2350,FALSE
DERMACIDE LIQ 250ML,2550,FALSE
DERMACIDE PAIN 90G B/1,3200,FALSE
DERMAGESTANE CREME T/ 100ML,8375,FALSE
DERMIA D CREME T/30G,2750,FALSE
DERMOBACTER SOL F/ 300ML,2100,FALSE
DERMOFIX CREME TB20 g,2700,FALSE
DERMOLINE CREME T/15G,1600,FALSE
DERMOSALIC LOT 30G,1825,FALSE
DERMOSALIC PDE T/30G,1825,FALSE
DERMOSOL SOL F/300ML,2125,FALSE
DERMOVAL CREM TB10G,1300,FALSE
DERMOVAL CREME T/15G,1975,FALSE
DERMOXEN CORPS PROTECTION F/250ML,3750,FALSE
DERMOXEN FLOREXIL DOUCHE VAGINALE FL/ 140ML,3875,FALSE
DERMOXEN GEL CORPS 4GIRLS BODY FL/500ML,"3,800",FALSE
DERMOXEN GEL CORPS PROTECTION TOTALE FL/ 500ML,6000,FALSE
DERMOXEN GEL DE TOILETTE INTIME ANTI-ODEUR FL/200M,5050,FALSE
DERMOXEN GEL TOIL INTIME PRONEEM FL/200ML,5050,FALSE
DEROXAT 20MG COMP B/14,9800,FALSE
DESARROL SP F/200ML,3950,FALSE
DESLATYNE 5MG CP B/10,1725,FALSE
DESLOR 5 MG CP B/15,4200,FALSE
DESLORA DENK CP B/10,2325,FALSE
DESOMEDINE COLLY FL10ML,1625,FALSE
DETENSIEL 10MG CPR B/30,4600,FALSE
DETTOL ACTIVE DEO SAVON,975,FALSE
DETTOL SKIN CARE SAVON,850,FALSE
DETTOL SOL 125 ML,1550,FALSE
DETTOL SOL 250ML,2550,FALSE
DETURGYLONE FL NEB 10ML,2400,FALSE
DEVNYST SUSP FL/30ML,1500,FALSE
DEXAGRANE CY FL/5ml,1700,FALSE
DEXAMBUTOL( ETHAMBUTO L) 500MG CP B/50,9000,FALSE
DEXAMETHASONE 0.5MG CP B/100,5000,FALSE
DEXAMETHASONE 5MG COMP PL/10,500,FALSE
DEXAMETHASONE INJ B/10,2000,FALSE
DEXAMETHASONE INJ VRAC,200,FALSE
DEXERYL CREME T/250G,3650,FALSE
DIABLE CORICIDE LIQ FL 4ML,2600,FALSE
DIACOL SIROP FL/200ML,2975,FALSE
DIADERMINE CR LIFT+HYFRATANT FL/50ML,"4,500",FALSE
DIADERMINE CR LIFT+NOUR NT 50ML,5800,FALSE
DIADERMINE CREME TONIQ APAISANT PSS 200ML,3475,FALSE
DIADERMINE EXP. RIDES 3D S JR 6X50ML,9000,FALSE
DIADERMINE SAV SURGRAS 100G,1250,FALSE
DIAFORMIN 850MG CP B/30,2700,FALSE
DIAFORMINE 500MG CP B/30,800,FALSE
DIAFORMINE SL 1000MG CP B/30,2975,FALSE
DIAGLIC 80MG COMP B/60,6900,FALSE
DIAGLIM 1 MG CP B/30,4556,FALSE
DIAGLIM 2MG CP B/30,3450,FALSE
DIAGLIM 3 MG CP B/30,4575,FALSE
DIAGLIM 4MG CP B/30,6825,FALSE
DIAMICRON 60MG LM B/90,20000,FALSE
DIAMICRON 60MG LM CP B/ 30,11500,FALSE
DIAMIN 1000 MG CP B/30,2575,FALSE
DIAMOX 250MG CP B/24,3950,FALSE
DIAPRIDE 2MG CP B/30,3575,FALSE
DIAPRIDE 4 MG CP B/30,7100,FALSE
DIAPRIDE PLUS 2MG/500MG CP B/30,4300,FALSE
DIARSED CPR GLUT BT20,1250,FALSE
DIARYL 200MG GELULE B/20,1900,FALSE
DIARYL 200MG SP FL/60ML,1975,FALSE
DIARZIL CP B/12,1350,FALSE
DIAZEPAM 10MG CP B/30,5300,FALSE
"DICACILLINE 2,4 MUI INJ B/1",1575,FALSE
DICETEL 100MG COMP PELL B/30,6400,FALSE
DICETEL 100MG CP PL/15,"2,800",FALSE
DICETEL 100MG CPR PELL B/20,5525,FALSE
DICETEL 50MG CPR BT20,3075,FALSE
DICLAC 50MG COMP B/30,2525,FALSE
DICLAC LP 75MG CP B/20,4050,FALSE
DICLAC SUPPO 100MG B/10,2575,FALSE
DICLO DENK 100MG RET COMP B/10,1050,FALSE
DICLO DENK 100MG RETARD PL/10,1025,FALSE
DICLO DENK 100MG SUPP B/ 10,2525,FALSE
DICLO DENK 50MG COMP B/ 20,1075,FALSE
DICLO DENK 50MG CP PL/10,500,FALSE
DICLO DENK 75 INJ B/10,4850,FALSE
DICLO DENK 75 INJ VRAC,500,FALSE
DICLO K PHARMA 75 INJ VRAC,200,FALSE
DICLO K PHARMA 75MINJ B/ 10G,1000,FALSE
DICLO PHARMA 100MG SUP B/10,1975,FALSE
DICLO PHARMA 50MG CP B/ 20,2150,FALSE
DICLOBERL 100MG SUP B/10,2600,FALSE
DICLOCED 0.1% COL F/10ML,4550,FALSE
DICLOFENAC 50 B/20 AFRI,525,FALSE
DICLOFENAC TM 50MG B/40,975,FALSE
DICLOMAX 100MG LP COMP B/10,1600,FALSE
DICLOMAX 50 MG CP B/20,1975,FALSE
DICLOMAX 75MG LP CP B/20,2525,FALSE
DICLOPOT 50MG COMP B/20,2225,FALSE
DICLOSHA SR 100MG COMP B/20,"1,200",FALSE
DICLOWAL 100MG RET CP B/ 10,2300,FALSE
DICLOWAL 100MG SUPP B/10,2250,FALSE
DICLOWAL 50 COMP B/20,2050,FALSE
DICLOWAL 75MG 3ML INJ B/5,1925,FALSE
DICYNONE 250 MG AMP INJ B/4,2525,FALSE
DICYNONE 500MG COMP B/ 20,4575,FALSE
DICYNONE CPR 250G BT20,6200,FALSE
DIFENASOL COLL F/5 ML,1000,FALSE
DIFEUINES GE SP 125ML,1250,FALSE
DIFFU-K GELLUL 600MG B/40,2025,FALSE
DIFLAMMEX 50MG COMP B/ 40,4050,FALSE
DIFLUCAN 150 mg BT1,7575,FALSE
DIFLUCAN 150MG GELU B/4,18925,FALSE
DIFRAREL 100 CPR BT20,3200,FALSE
DIFRAREL E DRG BT24,2325,FALSE
"DIGOXINE CPR 0,25MG BT 30",4700,FALSE
DIHYDAN CPR BT60,3375,FALSE
DIHYDRO ERGOTAMINE SAND SOL 50ML,2900,FALSE
DILTIAZEM TABRAD 60MG COMP B/100,8850,FALSE
DIMEGAN CHRON GELU B/10,2275,FALSE
DIMEGAN SP FL/125 ML,2650,FALSE
DIMET 500MG CPR B/50,1725,FALSE
DIMETANE SS SUC FL/200 ML,2975,FALSE
DIOVENOR 600MG CPR BT30,9350,FALSE
DIPITRI COMP SECABLES B/8,3500,FALSE
DIPROLENE PMDE 0.05% T/ 15GR,2525,FALSE
DIPROSALIC LOT FL30G,3100,FALSE
DIPROSALIC POM T/30G,"2,525",FALSE
DIPROSEPT CREM TB30G,2700,FALSE
DIPROSONE CREME T/30G,2700,FALSE
DIPROSONE PMDE T/30G,2700,FALSE
DIPROSTENE NECES INJ BT1,3975,FALSE
DISLEP 25MG COMP B/20,5300,FALSE
DISLEP 25MG INJ B/6,5325,FALSE
DISMIGRAS 10MG CP B/30,3100,FALSE
DISTEM 300/380MG CP B/50,3775,FALSE
DITROPAN CPR SECABL BT60,6800,FALSE
DOGMATIL 50MG COMP B/30,2300,FALSE
DOGMATIL AMP INJ 2ML BT6,2050,FALSE
DOIGTIER 2 DOIGTS STER B/ 100,150,FALSE
DOLEX 50 MG CP B/30,1500,FALSE
DOLEX SR-75MG CP B/30,2925,FALSE
DOLGIT CREM 5PC TB50G,2350,FALSE
DOLIMEX 1000MG SACH B/8,1000,FALSE
DOLIMEX 200MG SACH B/12,1200,FALSE
DOLIMEX GORGE PAST GINGEMBRE,1800,FALSE
DOLIMEX MIGRAINE CP EFF B/16,2300,FALSE
DOLIMEX PERF POCHE 100ML,2050,FALSE
DOLIMEX RHUME,1925,FALSE
DOLIPRANE 100MG SUPPO B/10,1075,FALSE
DOLIPRANE 150MG SACH/12,1200,FALSE
DOLIPRANE 150MG SUPPO B/10,1075,FALSE
DOLIPRANE 1G CP EFF B/8,1325,FALSE
DOLIPRANE 1G CP SEC B/8,925,FALSE
DOLIPRANE 2.4% SP F/100ml,"1,725",FALSE
DOLIPRANE 200MG SACH B/ 12,1200,FALSE
DOLIPRANE 200MG SUPPO B/10,1075,FALSE
DOLIPRANE 300MG PDRE SACH B/12,1200,FALSE
DOLIPRANE 300MG SUPPO B/10,1100,FALSE
DOLIPRANE 500 MG PDRE SACH B/12,1625,FALSE
DOLIPRANE 500MG CPR B/16,1100,FALSE
DOLIPRANE 500MG CPR EFF B/16,1175,FALSE
DOLIPRANE SACHET 500MG B/12,1625,FALSE
DOLIPRANE VIT C 500MG CP EFF B/16,1350,FALSE
DOLIPRANE150MG SACH/12,1200,FALSE
DOLIPREX 500MG SCHT B/8,1600,FALSE
DOLIRHUME CP B/16,2250,FALSE
DOLKO 1G COMP B/8,1000,FALSE
DOLKO 500MG CPR SECAB BT16,1000,FALSE
DOLKO SACH AD 500MG B/12,1100,FALSE
DOLKO SOL BUV EN NOUR FL90ML,1425,FALSE
DOLKO SUPP NOUR BT10,950,FALSE
DOLKO SUPPO 170MG ENF BT10,1050,FALSE
DOLNESS CP B/20,2300,FALSE
DOLO SUSP FL/60ml,1125,FALSE
DOLODENT SOL GINGIVAL F/ 36G,2675,FALSE
DOLOFORTE DENK CP B/20,2050,FALSE
DOLOGAN DENK CP B/20,3475,FALSE
DOLOMAX 50/500MG CPB/10,950,FALSE
DOLORA 100MG CP B/10,3250,FALSE
DOLORA 200 MG B/20,8600,FALSE
DOLOSPAM CP B/10,1600,FALSE
DOLOTEC 500MG CP B/16,900,FALSE
DOLOTREN 100MG RETARD BT20,3075,FALSE
DOLOTREN 100MG SUPPO B/ 12,2575,FALSE
DOLOTREN 50MG CPR BT20,1925,FALSE
DOLOTREN AMP INJ B/6,2800,FALSE
DOLOTREN DISPERSIBLE COMP B/40,4600,FALSE
DOLOTREN GEL TB60 g,2750,FALSE
DOLOWIN 100 MG CP B/30,3550,FALSE
DOLOWIN PLUS 500/100MG CP B/30,4750,FALSE
DOLOWIN SR 200MG CP B/30,6925,FALSE
DOLPHIN MASSEUR B/1,20000,FALSE
DOLVIRAN CP B/20,1675,FALSE
DOMIZYN 10MG CP B/30,1750,FALSE
DONORMYL CP EFF B/10,4100,FALSE
DONTOMYCINE 1.5MUI CP B/ 16,4175,FALSE
DONTOMYCINE 3MUI CP B/10,3625,FALSE
DOSTINEX 0.5MG CP B/8,31500,FALSE
DOXIUM 500MG CAPS B/30,4775,FALSE
DOXORUBICINE 10MG/10ML INJ B/1,7975,FALSE
DOXORUBICINE 50MG/50ML INJ B/1,19450,FALSE
DOXY 100MG B/100,4200,FALSE
DOXY 200MG B/100,5200,FALSE
DOXY 200mg GEL B/8,1950,FALSE
DOXY B/100,4250,FALSE
DOXY DENK 100 B/20,"2,725",FALSE
DOXY DENK 200 CP B/8,1750,FALSE
DOXYCYCLINE 100MG B/20 AFRI,800,FALSE
DOXYCYCLINE CRE 100 MG PL/10,500,FALSE
DOXYCYCLINECRE 200MG PL/10,550,FALSE
DOXYNOR 100MG CP B/20,3475,FALSE
DOZALGIC C 500/300 MG SCHT/10,1275,FALSE
DRAIN THORACIQUE 24CH,20000,FALSE
DRAIN THORACIQUE 28CH,20000,FALSE
DRAIN THORACIQUE 32CH,20000,FALSE
DRAIN THORACIQUE AVEC TROCART 24CH,25000,FALSE
DRENOXOL 3MG/ML AMP BUV 10ML B/20,3975,FALSE
DRENOXOL SP F/200ML,3225,FALSE
DRILL EXPECTORANT SP AD FL/200ML,3925,FALSE
DRILL PAST B/24,2975,FALSE
DRILL PAST SS B/24,2975,FALSE
DRILL RHUME CP B/16,1975,FALSE
DROX 250MG SUSP F/100ML,3300,FALSE
DUBAM GEL TB30 g,1750,FALSE
DUBIX 500/250MG CP B/10,3700,FALSE
DUCRAY ICTYANE EAU MICELLAIRE 400ML,8000,FALSE
DUCRAY ICTYANE PAIN SURG 100G,3500,FALSE
DUCRAY KERACNYL CONTROL F/30ML,10000,FALSE
DUCRAY KERACNYL GEL 200ML,"8,000",FALSE
DUCRAY KERACNYL MASQUE 40ML TRIPLE ACTION,10700,FALSE
DUCRAY KERACNYL PP CR F/30ML,12400,FALSE
DULCIPHAK COLLY FL 10ML,1000,FALSE
DULCOLAX DRG B/30,9675,FALSE
DUO COTECXIN 320/40MG CP B/9,3450,FALSE
DUO COTECXIN 40/320MG CP B/12,3800,FALSE
DUO-ARTISIN 40/320MG CP B/9,2225,FALSE
DUOPAL 40/240 MG CP B/12,1950,FALSE
DUOPIL COMP B/21,5175,FALSE
DUOTAB 40/320MG CP B/9,2975,FALSE
DUOTRAV 40 U/ML CY 2.5 ML,18700,FALSE
DUPHALAC SACH BUV B/20,3200,FALSE
DUPHALAC SOL BUV FL200ML,2275,FALSE
DUPHASTON CPR 10MG BT10,2650,FALSE
DUPLAMOX 500 mg BT12,3525,FALSE
DUPLAMOX PED PDRE FL/ 36G,3350,FALSE
DUSPATALIN 200MG GELU BT30,3250,FALSE
DYLDES 5MG CP B/15,3125,FALSE
DYLDES SP F/60ML,3000,FALSE
DYNALGIC CP B/20,1300,FALSE
DYNAMOGEN AMP BUV B/20,4175,FALSE
DYNAPAR 1%GEL T/30GR,1275,FALSE
DYNAPAR 50/500MG CP B/ 100,11600,FALSE
DYNAPAR 50/500MG CP B/20,3300,FALSE
DYNAPAR 50/500MG PL/10,"1,150",FALSE
DYNAPAR 50MG CP B/100,5400,FALSE
DYNAPAR AQ 75MG /ML INJ B/5,3175,FALSE
DYNAPAR CP 50MG PL/10,600,FALSE
DYNAPAR QPS 4%SPRAY F/ 30ML,5300,FALSE
DYNAPAR SR 100 MG CP PL/ 10,950,FALSE
DYNAPAR SR 100MG CP B/ 100,9275,FALSE
E CIGARETTE MACLOPE B/1,20000,FALSE
EAU DE ROSE 250ML,3200,FALSE
EAU DE ROSE FL/125ML,1600,FALSE
EAU DISTILLEE 10 ML INJ,100,FALSE
EAU DISTILLEE 10ML B/50,5000,FALSE
EAU DISTILLEE 1L,1000,FALSE
EAU DISTILLEE 5L,5000,FALSE
EAU OXYGENEE 20V GILB 250ML,3425,FALSE
EAU OXYGENEE 50% 5 L,15000,FALSE
EAU OXYGENEE COOPER,10,FALSE
EAU OXYGENEE COOPER 10 V F/250ML,2150,FALSE
EAU OXYGENEE GILB 10 VOL 120ml,1600,FALSE
EAU OXYGENEE GILBERT,10,FALSE
EBIXA 10MG COMP B/56,93500,FALSE
ECAZIDE CPR BT28,9000,FALSE
ECHARPE DE BRAS ADULTE,30000,FALSE
ECLARAN 10 GEL DERMIQ TB45G,2075,FALSE
ECLARAN 5 GEL DERMIQ TB45G,2075,FALSE
ECOMI 1% CREME T/30g,"3,025",FALSE
ECOMI 1% LAIT DERMIQUE FL/30ml,3325,FALSE
ECOMI 1% PDRE DERM FL/ 30g,3575,FALSE
ECOMI 150MG OVULE B/6,4500,FALSE
ECONIF 250MG GELULES B/ 10,600,FALSE
ECOREX 150MG OV B/3,3100,FALSE
ECOREX CREMETB/30G,2525,FALSE
ECOREX LAIT DERMIQUE FL30ML,2500,FALSE
EDOMOX C 500 MG CAPS B/ 10,2600,FALSE
EFFEDERM CREM TB30G,2275,FALSE
EFFEDERM LOTION FL50ML,3700,FALSE
EFFERALGAN 150MG SACH B/10,1000,FALSE
EFFERALGAN 150MG SUPPO BT10,1000,FALSE
EFFERALGAN 1G CP EFF B/8,1275,FALSE
EFFERALGAN 250MG SACH B/12,1075,FALSE
EFFERALGAN 300 SUPPO B/ 10,1100,FALSE
EFFERALGAN 300MG SACH B/10,1100,FALSE
EFFERALGAN 500 MG EFF VRAC,100,FALSE
EFFERALGAN 500MG CP EFF B/16,1375,FALSE
EFFERALGAN 500MG CP PELL B/16,1100,FALSE
EFFERALGAN 80MG SACH B/ 12,950,FALSE
EFFERALGAN 80MG SUPPO B/10,950,FALSE
EFFERALGAN COD CP EFF B/16,2025,FALSE
EFFERALGAN COD CP PELL B/16,1700,FALSE
EFFERALGAN SOL PEDIA F/ 90ML,1575,FALSE
EFFERALGAN VIT C CP EFF B/20,1275,FALSE
EFFERCAL 250/200 MG CP EFF B/20,2500,FALSE
EFFEXOR LP 75MG GELU B/ 30,17450,FALSE
EFFIDIGEST COMP EFF B/24,3950,FALSE
EFFORTIL 7.5MG GTT 30ML,2375,FALSE
EFFORTIL CPR 5MG TB30,1750,FALSE
EFLAVYL GELU B/50,4600,FALSE
ELASTOMULL HAFT 4MX10CM,1550,FALSE
ELASTOMULL HAFT 4MX6CM,1250,FALSE
ELAVIL 25MG CP B/60,3225,FALSE
EL-COLD 125/2.5/1MG SR F/ 100ML,1350,FALSE
ELDOPER 2MG GELULE BT 20,1775,FALSE
EL-FLOXA 500MG CP B/20,3600,FALSE
ELGYDIUM CLINIC SENSILEAVE GEL 30ML,7000,FALSE
ELGYDIUM DENTIF ANTIPLAQUE 75ML,3500,FALSE
ELGYDIUM DENTIF BLANCHEUR 75ML,3500,FALSE
ELGYDIUM DENTIF KIDS 3ANS 50ML,3700,FALSE
ELGYDIUM GEL DENT SENS T/75ML,"4,300",FALSE
ELGYDIUM JUNIOR 7/12 A 50 ML,"3,300",FALSE
ELGYDIUM MULTI ACTIONS 75ML,3500,FALSE
ELICASAL PMDE T/30G,4400,FALSE
ELISOR 20MG CP SECABLE B/28,23750,FALSE
ELLAONE 30MG CP B/1,5050,FALSE
ELLE TEST 25UI B/1,1500,FALSE
ELLYA INTIMA HYG. INTIME F/ 100ML,3350,FALSE
EL-PANDY 40/30MG CP B/30,4650,FALSE
ELUDRIL COLLU PRES FL/ 55ML,1625,FALSE
ELUDRIL SOLUTION B.BOUCHE,1600,FALSE
EMSOLONE 40MG COMP B/ 30,3250,FALSE
ENA DENK 10MG CPR B/30,4200,FALSE
ENALAPRIL BGR 20MG CP SEC B/28,4425,FALSE
ENDOTELON 150MG CPR BT20,3225,FALSE
ENDOXAN ASTA 500MG INJ B/1,5850,FALSE
ENDOXAN ASTA DRG 50MG BT50,17200,FALSE
ENEAS 10/20 MG CP B/30,6350,FALSE
ENGADYNE 250 MG GELU B/ 60,25625,FALSE
ENHANCIN 1 2 G INJ B/1,2150,FALSE
ENHANCIN 1G CP B/10,4025,FALSE
ENHANCIN 625 B/20,6575,FALSE
ENOXA 2000 SER PRE/2 INJ,3875,FALSE
ENOXA 4000 SOL INJ SERING B/2,6125,FALSE
ENOXA 6000 UI ANTIXA SER PRE/2,"8,300",FALSE
ENOXA 8000 SOL INJ SERING B/2,8350,FALSE
ENTAMIZOLE 250/200MG COMP B/30,2750,FALSE
ENTAMIZOLE DS 400/500MG CP B/15,2750,FALSE
ENTAMIZOLE SUSP BUV FL/ 100ML,3100,FALSE
ENTERAL 100MG SACH B/12,1600,FALSE
ENTERAL 200MG GEL,1400,FALSE
ENTEROGERMINA 2MLRD/ 5ML B/10,3050,FALSE
EOSINE SOL AQU 2% F/ 100ML,1500,FALSE
EPICRANIEN AD LABELL 23G,200,FALSE
EPICRANIEN ENFT LABELL 25G,200,FALSE
EPIDERM CREME T/30G,2025,FALSE
EPITOPIC CREM TB15G,1675,FALSE
EQUANIL 400MG CPR BT30,1925,FALSE
ERCEFURYL 200 GELU BT28,2700,FALSE
ERECTAD 20 MG CP B/4,7200,FALSE
ERECTOR 25MG B/1,1525,FALSE
ERECTOR 50MG B/1,2000,FALSE
EREKTA 50MG COMP B/4,4050,FALSE
ERESTRID 5MG CP B/10,4025,FALSE
ERLUS 2.5 MG/5ML SP FL/60 ML,2525,FALSE
ERLUS 5MG COMP B/7,1725,FALSE
ERLUS 5MG CP B/14,2325,FALSE
EROCAB 120MG CP B/7,3250,FALSE
EROCAB 90MG CP B/10,2900,FALSE
EROS GEL B/60,17000,FALSE
EROS POUR HOMME COMP B/60,"21,200",FALSE
ERY 125 PDR NOUR SACH BT24,2800,FALSE
ERY 500MG CP B/10,2700,FALSE
ERY 500MG CP B/20,4100,FALSE
ERY GE 250MG SACH 24,2900,FALSE
ERYFLUID LOTION 4% F/ 30ML,1625,FALSE
ERYFLUID SOL EXT FL100ML,4300,FALSE
ERYTHROMYCINE 500 CP B/ 20 AFRI,2000,FALSE
ERYTHROMYCINE 500MG CP PL/10 VRAC,1000,FALSE
ERYTHRORIV 250MG SUSP BUV F/100ML,2625,FALSE
ESBERIVEN FORT AMP BUV 4ML BT20,2850,FALSE
ESCINOR 1.5MG CP B/1,2975,FALSE
ESCODYNE COMP EFF B/10,2025,FALSE
ESIDREX CPR 25MG BT20,1950,FALSE
ESLOTIN 5 MG CP B/10,2875,FALSE
ESOMED 40MG CP B/30,6325,FALSE
ESOMED 40MG PDRE INJ F/ 1+SOLV/10ML,4075,FALSE
